Unnamed: 0,Title,Poem,Poet,Tags,location,year
139,"

                    how to get over [""be born: black...""]

                ","

be born: black

as ants on a chicken bone black

 

as Nina Simone and Mahalia’s moan black

as rock pile smile and resilience black

 

as resistance and rhythm and Sonny’s blues black

as no shoes and dirt floors black

 

as whore and Hottentot foxtrot Lindy Hop

and Watusi pussy and pyramids black

 

as darkness under your eyelids black

between your legs black

 

as dregs of rum sugarcane summer

plums holyghost hum black

 

as bruised throat fieldholla wading in the shallow black

as ocean river stream creek running black

 

transparent translucent transatlantic slanted

shanties planted in red clay black

 

as funky chickens and chitlins and kinfolk sold away black

as auction block and slop and hip-hop and rock and roll

 

and chop shop and cop cars and parole and overseer

patrols and one drop rules and pools of blood black

 

as beige and good hair and sounding white and light-skindeded

and my grandmamma is Cherokee, Iroquois, Choctaw black

 

as pit bulls and lockjaw and rage and hoodies black

eyes and black-eyed peas peasy heads and loose tracks black

 

as trees and noose and hounds let loose in the night black

as fist and fight Sojourner and Nat Turner and righteousness black

 

as fuck and not giving a fuck mud-stuck and quicksand

quick hand hustle thigh muscle and hurdle black

 

as cotton and tobacco and indigo black

as wind and bad weather and feather

 

and tar and snap beans in mason jars black

as nigga please and hallelujah black

 

asses and black strap molasses and turn your black

back on audiences black

 

as banjo and djembe and porch and stoop and spooks

sitting by the door black

 

as roaches in front of company and lawn jockeys

and latchkey kids and high bids and spades and shittalk black

 

as cakewalk and second line and black

magic and tap dance, lapdance and alla that ass black

 

as jazz and juke and juju and spirit

disguised as harmonica spit black

 

as cast-iron skillets and grits and watermelon seeds

flitting from lips black

 

as tambourines hitting cornbread hips black

batons splitting lips and Martin Luther King, Jr.

 

boulevards and downtown beatdowns black

sit-ins and come-ups and oops upside yo’ heads

 

and we shall overcomes and get down on it black

get into it black let’s get it on and get it

 

while the getting is good black

as white hoods and backwood revivals black

 

as survival and Trayvon and Tyrone and Josephus

and amen and Moses and Jesus and getting over

 

black—

 

",T'ai Freedom Ford,"Popular Culture,Race & Ethnicity",Massachusetts,2002
140,"

                    how to get over [""when the poem flirts...""]

                ","







               for those of us who can’t quite quit her







when the poem flirts

similes hugging her thighs

 

like a tight skirt: consider

the possibilities.

 

if the poem follows

you home, whiskey

 

pickling her tongue:

make her coffee, black.

 

if the poem arrives

dressed as metaphor,

 

begging for candy: trick

or retreat till the mask falls.

 

should the poem slink

outta panties, stand

 

naked demanding touch:

finger her lines

 

till her stanzas beg

for an encore: come

 

again, explore, imagine odd

positions of sweet revision.

 

and whenever she whispers,stop: listen and leave her be.

 

",T'ai Freedom Ford,"Desire,Poetry & Poets",Massachusetts,2002
141,"

                    still life—color study

                ","







             July 13, 2013







Saturday afternoon: in the driveway between buildings they blow up

balloons—yellow, red, blue—for a 3-year-old’s party.

 

The intermittent pops startle me like random gunfire—remind me

of birthdays brown boys will no longer celebrate.

 

The DJ, having set up the speakers, begins to play—the music, a rapid fire

of bass thump, commandeers the apartment. We have no choice but leave.

 

An art show: canvases colored with boxes and lines—a grid of red

on a backdrop of yellow. We speak of the abstract with wine in our mouths.

 

Meanwhile, in an antechamber, six are sequestered. They speak of mali-

cious intent, blood, evidence, testimony—murder versus manslaughter.

 

We arrive home to a throng of brown bodies, hands clutching red cups,

and music: its insistent treble stabbing the ears.

 

Inside, we slam all windows, but the music still blares as my niece shoots

people on the video game—its sounds are too realistic to bear.

 

Instead, the news, a verdict is in: not guilty. And everything is a blur

of sound, my heart beating so fast I put a hand to my chest.

 

I watch the TV screen: a collage of abstractions—spotlights, microphones,

smiles, handwritten signs. I stare, as if it were a painting—

 

a smear of twisted faces smothered in gesso and oil, a grid of red

on a backdrop of yellow—to make sense of.

 

The party continues. The 3-year-old probably in bed dreaming of melted

ice cream, and I am tired of partying.

 

There is a police station a half block away and I want it to burn. Instead,

only the smoke of weed, the meaningless music droning on,

 

the popping of balloons. Sunday morning, the birds are angry—their

chirping a noisy chant: NO NO NO NO. Outside, the rubbery flesh

 

of balloons color the driveway like splotches of paint. In an instant,

those still lives of heave and breath—gone in a pop.

 

",T'ai Freedom Ford,"Birth & Birthdays,Crime & Punishment,Race & Ethnicity",Massachusetts,2002
142,"

                    Battleground

                ","

It showed the War was as my father said:

boredom flanked by terror, a matter of keeping

low and not freezing. “You wore your helmet

 

square,” he said, not “at some stupid angle,

like that draft-dodger Wayne,” who died

so photogenically in The Sands of Iwa Jima.

 

Those nights I heard shouts from the dark

of my parents’ room, he was back down

in his foxhole, barking orders, taking fire

 

that followed him from France and Germany,

then slipped into the house, where it hunkered

in the rafters and thrived on ambush. We kept

 

our helmets on, my mother and I,

but there was no cover, and our helmets

always tilted. He’d lump us with the ones

 

he called “JohnDoes,” lazy, stupid, useless.

We needed to straighten up and fly right,

pick it up, chop chop, not get “nervous

 

in the service.” We’d duck down like GIs

where German snipers might be crouched

in haylofts, their breaths held for the clean shot.

 

“Bang,” my father said, “the dead went down,

some like dying swans, some like puppets

with their strings cut.” I wanted to hear more,

 

but he’d change the subject, talk about

the pennant, the Cards’ shaky odds, how Musial

was worth the whole JohnDoe lot of them.

 

",William Trowbridge,"Home Life,War & Conflict","Suffolk, England",2032
143,"

                    Please, Not That Again

                ","

How burdensome they seemed, wartime

oldies that could drive our parents teary:

 

“I’ll Be Seeing You,” with its hint

of being swept off in a global riptide;

 

or the shaky follow-up of “I’ll Be Home

for Christmas,” followed by a shakier

 

“Don’t Sit Under the Apple Tree

(with Anyone Else But Me),” “Comin’

 

in on a Wing and a Prayer,” or “Ac-

Cent-Tchu-Are the Positive.” We suffered

 

them on the old cathedral radio, crooned

by Crosby and Sinatra, had to watch them

 

strangled on The Lawrence Welk Show

or laced with Como’s heavy dose

 

of sedative. Dad told us, “Straighten Up

and Fly Right.” Mom hummed, “Keep

 

the Home Fires Burning”—till our music

cut the cord. Brash and free of corn,

 

it hailed rock ‘n’ roll, caught Maybellene

at the top of the hill, moaned “m’ baby-doll,

 

m’ baby-doll, m’ baby-doll.” We played it

loud and often, but they never understood.

 

",William Trowbridge,"Coming of Age,Music","Suffolk, England",2032
144,"

                    Loud Looks

                ","

You better rap, my brother

says—he can

b-box his ass off.

Got DJ scratches and spins,

 

will drop it on the two

and four, the three and four.

Whatever you need.

 

Me posing my bars: My flowsare second to none, come here,son. See how it’s done.

 

Wanted to be a rapper? Check.

Thought I was going to the NBA? Check.

Father went to prison? Check.

Brother too? Check.

Mother died when I was eight? Check.

Hung pictures of Luke Perry

on my bedroom wall?

 What?

 

Yep, give me a bit, and I’ll sprinkle

some subjectivity on it.

 

I loved that dude, his whisper-voice, his lean.

Auntie worried on the phone:Girl, he got photos of some white boyall over his walls. Me rocking out

to Tom Petty’s “You Don’t Know How It Feels.”

 

Silent head nods do more

than throw shade.

 All black people are fluent

 in silence. Mangled Baldwin quote?

Let’s keep wrenching. Everybody’s

 

fluent in silence.

 

You know what

a switchblade glare means. No need

to read the look she gave me

 

as I sang, Let me run with you tonight.

",Douglas Manuel,"Coming of Age,Music,Popular Culture","Seville, Spain",1950
145,"

                    Washing Palms

                ","

When the junkies my father sold crack to got

too close to me, he told them to back up

 

six dicks’ lengths. This is the man who when I was

seven caught me under the bed crying and said:

 Save those tears. You’ll need them later.

The man who told me he smoked crack

 

because he liked it, the man sitting on his couch

now watching the History Channel, scratching

 

the nub beneath his knee where his leg used to be,

gumming plums, his false teeth

 

soaking in vinegar on the table. I’m sitting

across the room trying to conjure each version

 

he’s shown of himself, trying to lie

in water warm enough

 

to soak away the switch he hit me with.

To help me summon love for the man

 

who just asked me if he can borrow 200 dollars,

the man who once told me: Wish

 in one hand, then shit in the other,and see which one fills up the quickest.

",Douglas Manuel,"Family & Ancestors,Home Life","Seville, Spain",1950
146,"

                    Heading Down

                ","

We shouldn’t raise mixed babiesin the South, Kay says as I drive up the crest

of another hill on our way into Kentucky.

 

The South, where humidity leaves

a sweat mustache, where a truck

with a Confederate flag painted

 

on the back windshield skitters in front

of us. In its bed, avoiding our eyes,

a boy with blond hair

 

split down the middle like a Bible

left open to the Book of Psalms.

His shirtless, sun-licked skin drapes,

 

a thin coat for his bones, his clavicles sharp.

I want to know who’s driving this raggedy truck.

I want the boy to look at us. I want

 

to spray paint a black fist over that flag.

I want the truck to find its way

into the ravine. I want to—

 

Stepping on the gas, I pass the truck,

Kay and I turn our heads. The boy smiles

and waves. The man driving doesn’t

 

turn his head, keeps his eyes on the road. Kay

turns red as she draws her fingers

into fists. I stare at the whites of her eyes.

 

",Douglas Manuel,"Men & Women,Race & Ethnicity","Seville, Spain",1950
147,"

                    Testify

                ","

I swear on the melody of trumpet vines,

ants feasting through animal crackers, Burt’s Bees,

Tyler Perry movies, my daddy’s .38 slug, footie-socks

inside high-top Jordans, disidentification, drag

queens, blond dreadlocks, headstones

salt-and-peppering the grass, vanilla wafers

in banana pudding, Zeus-swan chasing,

blunt-guts, sharp thumbnails, keloid scars,

cash-only bars, R&B songs, on what the pot

called the kettle. I put that on my mama’s good

hair, on playing solitaire with a phantom

limb, the white woman I go home to,

my auntie’s face when she says: You knowhe always loved them pink toes. I put that on

everything, on the signifiers I gobble up,

candlesticks blown out by whistling lips.

I put that on dervishing records scratched

on down-beats, empty beehives,

fresh-fade head-slaps, hand claps, bamboo shoots,

liminality, mestizos, the purple-black crook

of my arm, split sternums, on You can’t savehim now. I put that on skinny jeans, get rich

quick schemes—Gotta get that C.R.E.A.M. Know whatI mean?—freckled black faces, leafless trees

throwing up gang signs, phlegm hocked

onto streets. I swear I catch more stones

than catfish. I lose more collard greens than sleep. I think

nothing is here but us darkies, high yellows, red bones,

cocoa butters. Someone, no, everyone has jungle fever.Don’t touch my forehead. Blond

as moonshine, mute trombone choking.

I put that on Instagram. Post me to the endless chain

of signifiers. Strawberry gashes on kneecaps, Let meget some dap, Newports, Kool’s, and folding

chairs instead of barstools, that white drool

caked on your face. Mommy please wipe awaythe veil. I thought I was passing into the eyeof the streetlamp. I swear. I promise on frondless

palm trees, long pinkie nails, sixteen years, serve eight,

and Miss Addie’s red beans and rice, Ol’ Dirty Bastard

and the brother on the Cream of Wheat box. It don’t meana thing if it don’t buckle your knees. Open your hands.

I’ll give you a song, give you the Holy Ghost

from a preacher’s greasy palm—When he hit me, I didn’t

fall, felt eyes jabbing me, tagging me. Oh no he didn’t!—

give you the om from the small of her back.

I put that on double consciousness, multiple jeopardy,

and performativity. Please make sure my fettersand manacles are tight. Yea baby, I like bottomlessbullet chambers. I swear on the creation of Uncle Tom—

some white woman's gospel. She got blue eyes? I loveme some—on Josiah Henson, the real Uncle Tom, on us still

believing in Uncle Tom. Lord, have mercy!

Put that on the black man standing on my shoulders holding

his balls. Put that on the black man I am—I am not—on

the black man I wish I was.

 

",Douglas Manuel,Race & Ethnicity,"Seville, Spain",1950
148,"

                    His and Hers

                ","

She cannot imagine it otherwise.

She wakes in the morning and twists her ring,

loves how every night in their bed he lies

 

breathing warm in the dark and never shies

away. He lets her talk, he lets her sing.

She cannot imagine it otherwise.

 

One night she’s surprised how gently he tries

to move her arm when he thinks she’s sleeping.

In the night, in their bed, she sees he lies

 

watching the ceiling long before sunrise.

Too much coffee, too many late nights working.

She cannot imagine it otherwise.

 

He quiets. The more she worries and pries

the less he tells her about anything.

She’s sure every night in their bed he lies

 

wanting a room beyond reach of her eyes.

He sighs—she cries so much, Over nothing.

She cannot imagine it otherwise:

Every night in their bed, he lies.

",Diane Gilliam Fisher,"Heartache & Loss,Realistic & Complicated,Men & Women",Ohio,1977
149,"

                    First Divorce

                ","

There was a bucket, there was a wall,

there was a woman and a man.

 

The woman carried the bucket

and the man was the wall.

There was no place else to go.

 

It was a long, long time

for there was much to carry

and there was much to wall.

 

There was a path ran straight

from the well to the hole in the wall.

There was a path ran crooked

from the well to the wood.

 

There was something in the wood

bigger than the bucket.

 

Woe to the man, woe to the wall.

Woe to the bucket at the edge

of the wood.

 

",Diane Gilliam Fisher,"Break-ups & Vexed Love,Men & Women",Ohio,1977
150,"

                    Deed

                ","

Let it finally be Friday, let me drive

downtown before five, park in the one

space left open in front and feed the meter

the exact change it needs. Let me go into the office,

sit and nod, unfold my check on the table

and sign. Let the line not be dotted, let it

be solid. Let it be my name.

Let it be final.

 

Let me pull into the driveway while

it is still light. It’s well past five and well

into October and they are just about

to change the time. Saturday night

on the local news they’ll remind

us all to Fall Back, but I make it in

under the wire. There is still light.

There is still time.

 

I am up the back porch steps, under

the awning, my hand on the back door lock

the realtor left on. Let me remember rightly

the numbers he gave me. Let this not be the dream

of the high school locker with the Master Lock

whose combination you forgot or fumbled, turning

too fast, going too far, everything you’d locked up

irretrievable, lost.

Let the lock fall open, let me leave it

on the steps for the realtor to pick up.

Let him pull up the flimsy stakes

of the sign in the yard that says I can be bought,

let him drive away. Let no Master

enter through my door.

 

Let the house be a disaster, I don’t care.

Let the smoke-framed blanks where another

woman’s pictures marked the wall be the story

of how my edges caught fire and the ash at last

let me see where I stood. Let the cracked

kitchen floor make a map to teach me

where not to step, how not to fall through

and break my very own back.

Let the broken window be a way out,

the broken door a way in. Let me go

to the hardware store and buy the tools

to take the chain off the bedroom door,

let me paint the bathroom pink without asking,

walk naked and unafraid through all my rooms.

 

Let me pick up a broom and sweep

nothing under the rug. Let me sweep it all

into the light. Let me do it. Let there be time.

Let there be light.

 

",Diane Gilliam Fisher,Home Life,Ohio,1977
151,"

                    The Hope I Know

                ","

doesn’t come with feathers.

It lives in flip-flops and, in cold weather,

a hooded sweatshirt, like a heavyweight

in training, or a monk who has taken

a half-hearted vow of perseverance.

It only has half a heart, the hope I know.

The other half it flings to every stalking hurt.

It wears a poker face, quietly reciting

the laws of probability, and gladly

takes a back seat to faith and love,

it’s that many times removed

from when it had youth on its side

and beauty. Half the world wishes

to stay as it is, half to become

whatever it can dream,

while the hope I know struggles

to keep its eyes open and its mind

from combing an unpeopled beach.

Congregations sway and croon,

constituents vote across their party line,

rescue parties wait for a break

in the weather. And who goes to sleep

with a prayer on the lips or half a smile

knows some kind of hope.

Though not the hope I know,

which slinks from dream to dream

without ID or ally, traveling best at night,

keeping to the back roads and the shadows,

approaching the radiant city

without ever quite arriving.

 

",Thomas Centolella,The Mind,United States,2039
152,"

                    Namaste

                ","

The god in me does not honor

the god in you. The god in you

murdered me once, and once

was more than enough.

So the god in me, adept

at keeping my nature warm

and inspired to love the benign,

now prefers the chilly air

of indifference, something picked up

like a virus from the most vicious

of mortals. The god in me

regards the god in you

as suspect, though sad

to say, it wasn’t always so.

There were the generous days

in the beginning, when every word

was made flesh. In the beginning

the gods in us were content

to let us go on

behaving like perfect mortals,

which is to say imperfectly,

which is to say with our tenderness

fully intact: the good kind

that let us gladly undress

our trepidations, and pleasure

our solitude into a blissful

oblivion; and the bad kind—

invisible woundings

no compliment or hot kiss,

no confession of the amorous

could soothe for long.

And then, when the mortals we were

had done enough to remind us

that to be mortal is to be susceptible

to the secret agenda, the cruel caprice,

the soft but eviscerating voice—

“at the mercy of a nuance”—

the god in you decided it was time

to act. A dark god, in need

of a human sacrifice, smoothly turning your back

on the earnest and their pathetic pleas.

So the god in me, no stranger to the aberrant

and the abhorrent, now has no choice

but to respond in kind. A pity, really,

since it has been the dream

of so many gods to find themselves

in some quiet room, the burden of power

slipped off and scattered

like clothes across the floor, the light

of late afternoon a kind of benediction,

and everywhere the gratitude

for the privilege of feeling

almost human.

",Thomas Centolella,"God & the Divine,War & Conflict",United States,2039
153,"

                    Why I'm in Awe of the Spiral

                ","

When, in the science museum, I arrive at the overview

of our galaxy, with its tiny arrow pointing to You are here

(which really ought to be We are here), and see

that the two to four hundred billion stars of our local cluster

are drifting or chasing or dreaming after each other

in circles within milky circles, I can’t help but think

 

of those ancient paintings and rock engravings,

discovered all over our celestial body,

of that one line which begins at whatever point

it can, then curls outward, or inward, toward nothing

anyone can define—the oldest shape revered

by Aborigine and Celt, by mathematician

 

and engineer and Burning Man reveler alike,

and even accorded a place of honor among the mess

of thoughts on my desk, as a nifty paper clip of copper.

But it’s already there in the florets of the sunflower

crisscrossing with the precision of a logarithm,

and in the pin-wheel shape of the Nautilus shell,

 

and in the coiling neurons of the cochlea

that let us tell Art Tatum from a three year old’s improvisation.

Call it what you will—“God's fingerprint,” “the soul

unfolding through time,” “the passageway into the Self”—

I can’t help but admire, even fear, something as mundane

as a flush of the toilet, when its swirling is a variation

 

on our sidereal drift, our existential pain.

And then there’s that famous falcon, “turning and turning

in a widening gyre,” a portentous symbol of our own

circling into some dread, some pernicious chaos

we thought we had just escaped, one town burning

a decade behind us, a millennium before that,

 

and into next week, next year, next whenever.

And when the two of us took that winding road

an infinity of others had wound down before us

and would wind down again, our spirits hushed

by the crosses and bouquets at each dead man’s curve

and just burning in the dry heat to touch each other,

 

wasn’t that a wondrous and terrible turning?

",Thomas Centolella,"Stars, Planets, Heavens,Sciences",United States,2039
154,"

                    (“the unwritten volume”)

                ","

Elle’s writing her book of wisdom.

She writes until she cannot hold her pen.

The labyrinth miraculously is uncovered.

 

An American woman’s progressing on her knees.

She read something but not Elle’s book.

No one will read Elle’s book.

 

I walk the circular path, first the left side,

then the right, casting petals to the north,

east, south, and west (this intuitively).

 

A diminutive prelate shoos me away.

When he leaves, I return to the center.

The organist, practicing, strikes up Phantom.

 

Elle says she cannot hear him.Elle! I cry, I cannot see you.I had prayed Death spare you.

 Remember our meal among the termitesof Arcadia Street, that cottage of spiritswith its riddled beams and long veranda

 bordered by plantain trees, and the spiralyou traced for me on scrap-paper?I kept it for such a long time.

 

The organist, of course, is playing Bach.

A boy has scattered the petals I threw.

Elle’s voice surrounds me.

 

                                                                      The quiet hills I lift mine eyes. 

 

",Cynthia Hogue,,United States,1971
155,"

                    (“to label something something”)

                ","

There was an ancient well-site beneath the labyrinth

I did not reach, the part underground,

labeled (what else?) The Crypt.

 

But labels always hide something

about what they seem to define.

They set the thing apart

 

without disclosing why.

Alive costs a pretty penny

to see The Crypt now.

 

",Cynthia Hogue,,United States,1971
156,"

                    (“to walk the labyrinth is amazing”)

                ","

Everything looped, spiraled, circular (thought)

But the labyrinth’s not a maze but a singular way

to strike “the profoundest chord”across aspire

 

Those who enter the labyrinth can leave

(pilgrims sometime don’t)

(Elle did not)

Inside the largest circle

 

(the labyrinth itself)

splits into equal parts

(demi-arcs or waves)

No, silly, Elle whispers, petals

 

          If measured through the centre of the petals there should be two parts for each

          petal and one for the entry, but calculations from the measurements show that          this is not so. The difference is about ½”. There is no way around this problem.

 

We must seek a solution

to the geometry of petals,

the consequential mystery

of Elle’s message:

 I was sick and am nothealed.     I am not blindbut dead.     I am not deadbut silenced.     Alone, in love.

 

",Cynthia Hogue,,United States,1971
158,"

                    Flowers

                ","

This morning I was walking upstairs

from the kitchen, carrying your

beautiful flowers, the flowers you

 

brought me last night, calla lilies

and something else, I am not

sure what to call them, white flowers,

 

of course you had no way of knowing

it has been years since I bought

white flowers—but now you have

 

and here they are again. I was carrying

your flowers and a coffee cup

and a soft yellow handbag and a book

 

of poems by a Chinese poet, in

which I had just read the words “come

or go but don’t just stand there

 

in the doorway,” as usual I was

carrying too many things, you

would have laughed if you saw me.

 

It seemed especially important

not to spill the coffee as I usually

do, as I turned up the stairs,

 

inside the whorl of the house as if

I were walking up inside the lilies.

I do not know how to hold all

 

the beauty and sorrow of my life.

",Cynthia Zarin,"Home Life,Trees & Flowers",Sicily,1979
159,"

                    Summer

                ","







for Max Ritvo







I

 

Three weeks until summer and then—what?

Midsummer’s gravity makes our heads spin

each hour a gilt thread spool, winding through

the second hand, gossamer fin de semaine,fin de siècle, fin slicing the water

of the too-cold-to-breathe bay, molten silver,

then receding as if we hadn’t seen it,

sultan of so long, see you tomorrow.

               Dead man’s fingers, lady’s slippers, a seal

who swims too close—too close for what? The needle

swerves. Our element chooses us. Water

fire, air, earth—the rosebush, Lazarus,

hot to the touch, gold reticulate, is love’s

bull’s-eye, attar rising from the rafters.

 

 

II

 

If I could make it stop I would. Was it

the crocodile Hook feared, or was it time?

The hour’s arrow never misses, the gnomon,

glinting, cuts the Day-Glo sun to pieces.

In the ultraviolet palace of the Mermaid King

his girls wear scallop shells, one for each year

on their turquoise tails. Even they have birthdays,

why not you? Death, hold your ponies with one

hand, and stay awhile. On my desk, the lion’s

paw lamps scavenged from the winter beach,

its poppy-colored shells like the lit scales

of an enormous Trojan fish … teeth chattering,

its metronome time bomb tsk tsk—

when is giving up not giving in?

 

 

III (child’s pose)

 

When Alice pulled the stopper, did she get

smaller, or did the world get larger? In

the bath, your nose bleeds a bouquet of tissue

roses, white stained red—adolescence

is to overdo it, but really? Thirty

stories up, our birds’-eye view is

the hummingbird tattoo on your bare head,

wings beating, too tiny and too big to see,

your wire-thin profile drawn upright, bones

               daring the air, marionette running on

the brain’s dark marrow, tungsten for the fireflies’

freeze tag. Due south, the Chrysler Building’s gauntlet

holds a lit syringe. We do and do not change.

Let me go from here to anywhere.

 

 

IV

 

That’s it for now. And so we turn the page

your poems standing in for you, or—that’s

not it, what’s left of you, mediating

between what you’d call mind and body

and I, by now biting my lip, call grief,

               the lines netting the enormous air

like silver threads, the tails of Mr. Edwards’s

spiders with which they sail from ledge to branch

“as when the soul feels jarred by nervous thoughts

and catch on air.” Pace. Your trousers worn

to mouse fur dragging on the stoop, your hip

prongs barely holding them aloft, the past

a phaeton, its sunlit reins bucking

at before and after, but there is no after.

 

 

V

 

Or is there? For once, when you rock back

on the chair I don’t say don’t do that,

forelegs lifting, hooves pawing the air—

Every departure’s an elopement,

the shy cat fiddling while Rome sizzles,

spoon mirror flipping us upside down.

               Son of Helios, rainbow fairy lights

blazing, when one light goes out they all

go out. At the top of the dune, the thorny

crowns of buried trees, their teeter-totter

branches a candelabra for the spiders’

silvery halo of threads. What a terrible

business it is, saying what you mean.

               Speak, sky, the horizon scored by talons.

",Cynthia Zarin,Sorrow & Grieving,Sicily,1979
160,"

                    Japanese Poems

                ","

Between the bent boughs

of the splayed sumac the silver

owl rests his head.

 

The perimeter

left by your absence is long

to walk in one day.

 

The angel in her

credenza of extreme beauty

dogs swim the river

 

I look for my heart

by the lamp where the light is

skitter in the wet black leaves

",Cynthia Zarin,"Sorrow & Grieving,Trees & Flowers",Sicily,1979
0,"

                    Homecoming

                ","

At the high school football game, the boys

stroke their new muscles, the girls sweeten their lips

with gloss that smells of bubblegum, candy cane,

or cinnamon. In pleated cheerleader skirts

they walk home with each other, practicing yells,

their long bare legs forming in the dark.

Under the arched field lights a girl

in a velvet prom dress stands near the chainlink,

a cone of roses held between her breasts.

Her lanky father, in a corduroy suit, leans

against the fence. While they talk, she slips a foot

in and out of a new white pump, fingers the weave

of her French braid, the glittering earrings.

They could be a couple on their first date, she,

a little shy, he, trying to impress her

with his casual stance. This is the moment

when she learns what she will love: a warm night,

the feel of nylon between her thighs, the fine hairs

on her arms lifting when a breeze

sifts in through the bleachers, cars

igniting their engines, a man bending over her,

smelling the flowers pressed against her neck.

",Dorianne Laux,,"Augusta, Georgia",1972
1,"

                    What the Oracle Said

                ","

You will leave your home:

nothing will hold you.

You will wear dresses of gold; skins

of silver, copper, and bronze.

The sky above you will shift in meaning

each time you think you understand.

You will spend a lifetime chipping away layers

of flesh. The shadow of your scales

will always remain. You will be marked

by sulphur and salt.

You will bathe endlessly in clear streams and fail

to rid yourself of that scent.

Your feet will never be your own.

Stone will be your path.

Storms will follow in your wake,

destroying all those who take you in.

You will desert your children

kill your lovers and devour their flesh.

You will love no one

but the wind and ache of your bones.

Neither will love you in return.

With age, your hair will grow matted and dull,

your skin will gape and hang in long folds,

your eyes will cease to shine.

But nothing will be enough.

The sea will never take you back.

",Shara McCallum,"Living,Coming of Age,Disappointment & Failure,Life Choices,Nature,Seas, Rivers, & Streams,Social Commentaries",Jamaica,2031
3,"

                    The Significance of Location

                ","

The cat has the chance to make the sunlight

Beautiful, to stop it and turn it immediately

Into black fur and motion, to take it

As shifting branch and brown feather

Into the back of the brain forever.

The cardinal has flown the sun in red

Through the oak forest to the lawn.

The finch has caught it in yellow

And taken it among the thorns. By the spider

It has been bound tightly and tied

In an eight-stringed knot.

The sun has been intercepted in its one

Basic state and changed to a million varieties

Of green stick and tassel. It has been broken

Into pieces by glass rings, by mist

Over the river. Its heat

Has been given the board fence for body,

The desert rock for fact. On winter hills

It has been laid down in white like a martyr.

This afternoon we could spread gold scarves

Clear across the field and say in truth,

""Sun you are silk.""

Imagine the sun totally isolated,

Its brightness shot in continuous streaks straight out

Into the black, never arrested,

Never once being made light.

Someone should take note

Of how the earth has saved the sun from oblivion.

",Pattiann Rogers,"Relationships,Pets,Nature,Animals,Stars, Planets, Heavens",Missouri,1960
4,"

                    History Textbook, America

                ","

I'd search for Philippines in History class.

The index named one page, moved on to Pierce.The Making of America marched past

my enigmatic father's place of birth.

The week he died some man we didn't know

called up. This is his brother, one more shock,phoning for him. ""He died three days ago.""

The leaden black receiver did not talk.

My uncle never gave his name or town,

we never heard from him. Was it a dream?

The earpiece roar dissolved to crackling sounds,

a dial tone erased the Philippines.

And yet my world grows huge with maps, crisscrossed,

my History alive with all I've lost.

",JoAnn Balingit,"Relationships,Family & Ancestors,Social Commentaries,History & Politics,Race & Ethnicity",Ohio,1987
5,"

                    Proem

                ","

Not, in the saying of you, are you

said. Baffled and like a root

stopped by a stone you turn back questioning

the tree you feed. But what the leaves hear

is not what the roots ask. Inexhaustibly,

being at one time what was to be said

and at another time what has been said

the saying of you remains the living of you

never to be said. But, enduring,

you change with the change that changes

and yet are not of the changing of any of you.

Ever yourself, you are always about

to be yourself in something else ever with me.

",Martin Carter,"Life Choices,Language & Linguistics","Georgetown, Guyana",1947
7,"

                    ain't that easy

                ","

when i look at my life

i feel like bursting into tears

marriage

and mental illness

vintage washed

michael jackson graphic

spiritual disco grieving ritual

sell your body

to your horse-eyed past

little fictions

somebody got to sing

and somebody

got to play the squaw

last time i saw him

last time i saw my honey

buried your dead

lack of afro

exit wounds

cut off whole limbs

of generational desire

the death of cleopatra

hell or high water

get some fucking

love in your life girl

ghost chant

you’ve got to die

if you want to live

amidst and against 

the things we are

rubbed into the cloth

wrapped around their faces

now white men

are black men too

the ways

we can’t say no

i call you queen

not as a term of endearment

but as a reminder

our histories meet

on the inside

we all be black moses

slave for the river

same river twice

sometimes

have to emphasize

the brown part

hey there beautiful brown girl

we don't usually change

until things are so painful

that we must

 

",erica lewis,"Living,Life Choices,Separation & Divorce,Sorrow & Grieving,Love,Break-ups & Vexed Love,Arts & Sciences,Music,Social Commentaries,Race & Ethnicity",New York,1963
9,"

                    Cold Sore Lip Red Coat

                ","

What if I ate too much food     there being

Not enough money    immigranty

And save all the ketchup

                                  packets    George

Carlin record on the record player saying

how many ways you can curse and they

are all funny   (small brown bird with a black

neck and a beak full of fluff for a nest)

 

       The old joke: “How many feet

do you have?”     Instead of

“How tall are you?”

 

This looks like joy     a joke

who looked at you and laughed

 

Look at the map upside down    so that south

Is north and north is south

          it’s the other

way around because it’s the commonly agreed to

thing    (visual language of the colonizer) or

snowful awful     tearful wishful

",Hoa Nguyen,"Living,Youth,Activities,Eating & Drinking,Relationships,Home Life,Arts & Sciences,Humor & Satire,Social Commentaries,History & Politics,Money & Economics",Vietnam,1987
12,"

                    After Noise

                ","

and who are you now       

       in this different blue space without pain

   remarking on chemtrails and snowmelt,   misreading the “sea”

whose letters cease to arrive

 

     remain transfixed in midflight       turbulent coasts

aloft as a principle of life--

 

        count invisible clams under nameless sands

   cut apostrophes into the air     announcements

 send far-flung greetings to strangers for days 

          keep the magma enigma at bay        daily joys

    

        effaced vaporous pale generous smoke rising

 

      so cling to the dark hand inside you

  its basalt fingers, rounded

 

",Sueyeun Juliette Lee,"Living,Sorrow & Grieving,Activities,Travels & Journeys,Nature,Landscapes & Pastorals",Virginia,1997
